31100;1
2300;2
600;3
800;4
3100;5
800;6
1400;7
1900;8
1700;9
4300;10
1800;11
600;12
2300;13
500;14
1200;15
700;16
800;17
2300;18
600;19
1200;20
1200;21
700;22
1300;23
800;24
900;25
3000;26
800;27
17600;28
1400;29
1300;30
800;31
1400;32
1900;33
1700;34
700;35
1200;36
800;37
1300;38
1900;39
800;40
900;41
2000;42
1400;43
1400;44
3000;45
800;46
3400;47
600;48
1100;49
700;50
1800;51
700;52
1200;53
1300;54
800;55
1300;56
1400;57
1900;58
800;59
900;60
2500;61
800;62
900;63
1000;64
2100;65
1100;66
1200;67
2800;68
1000;69
1200;70
3300;71
2000;72
1000;73
1600;74
1000;75
2400;76
900;77
1000;78
2000;79
4600;80
1100;81
1700;82
1100;83
2200;84
2600;85
900;86
3400;87
700;88
1200;89
800;90
1800;91
2200;92
600;93
1100;94
700;95
1300;96
1300;97
700;98
900;99
1500;100
1400;101
1400;102
1400;103
1300;104
1000;105
1400;106
1000;107
1000;108
2100;109
1000;110
2100;111
1100;112
1200;113
2200;114
2500;115
1800;116
3300;117
1500;118
1100;119
1200;120
1700;121
1300;122
1400;123
2900;124
1300;125
2300;126
1300;127
1300;128
6200;129
600;130
600;131
1300;132
2700;133
500;134
600;135
600;136
2200;137
1100;138
1000;139
1000;140
600;141
1200;142
700;143
800;144
1400;145
1300;146
900;147
1900;148
900;149
3700;150
3200;151
700;152
2900;153
600;154
1200;155
1600;156
600;157
700;158
1300;159
1200;160
1300;161
800;162
900;163
2400;164
800;165
1900;166
1300;167
800;168
1300;169
2300;170
700;171
1700;172
700;173
1200;174
700;175
800;176
3000;177
700;178
800;179
900;180
1500;181
1500;182
2900;183
700;184
1700;185
900;186
1400;187
1000;188
2600;189
900;190
2100;191
900;192
1500;193
1000;194
1100;195
3200;196
900;197
1500;198
900;199
1100;200
1200;201
3200;202
1000;203
1100;204
1700;205
1600;206
1100;207
2800;208
1100;209
1200;210
2300;211
2700;212
1000;213
1100;214
2200;215
1000;216
1200;217
1700;218
1200;219
5100;220
1200;221
1700;222
1200;223
2300;224
1300;225
2400;226
1300;227
2400;228
1300;229
1400;230
2000;231
2000;232
1500;233
1600;234
4100;235
2300;236
1200;237
2800;238
1100;239
1200;240
1900;241
1800;242
1200;243
1400;244
1500;245
6300;246
700;247
900;248
1900;249
900;250
3300;251
500;252
1200;253
600;254
2900;255
700;256
1700;257
700;258
1200;259
1200;260
2200;261
600;262
700;263
1800;264
1100;265
700;266
1300;267
1700;268
700;269
800;270
1400;271
1300;272
900;273
1000;274
1100;275
2600;276
2900;277
600;278
800;279
1300;280
2300;281
600;282
800;283
1800;284
700;285
1400;286
1800;287
1200;288
800;289
4800;290
2000;291
800;292
1000;293
1100;294
2700;295
1400;296
900;297
1600;298
2000;299
1000;300
1400;301
1100;302
4900;303
1200;304
600;305
700;306
900;307
2500;308
800;309
900;310
1500;311
1500;312
1900;313
800;314
1500;315
900;316
1600;317
2100;318
900;319
3500;320
600;321
1300;322
1800;323
700;324
1800;325
600;326
1300;327
800;328
1900;329
1300;330
700;331
1400;332
1800;333
700;334
1400;335
900;336
1000;337
1600;338
1000;339
3000;340
900;341
2000;342
1900;343
700;344
1300;345
800;346
1400;347
1000;348
1600;349
1000;350
2200;351
2800;352
800;353
1000;354
1100;355
1800;356
2200;357
1100;358
1700;359
2700;360
1000;361
